module_id,module_code,module_title,m2_top_staff_id,m3_top_staff_id,top_rank_changed,staff_id,full_name,m2_rank,m3_rank,rank_changed,semantic_score,m3_kg_score,graph_support_score,shared_topic_count,graph_explanation
module_0010f5717fe8647e,TB,Renewable Energy Technologies,ali-badiei,ali-badiei,False,ali-badiei,Dr Ali Badiei,1,1,False,0.362992,0.380394,0.45,1,Shared topic evidence: energy; Same college match
module_0010f5717fe8647e,TB,Renewable Energy Technologies,ali-badiei,ali-badiei,False,bertrand-delpech,Dr Bertrand Delpech,4,5,True,0.323518,0.268814,0.05,0,Same college match
module_0010f5717fe8647e,TB,Renewable Energy Technologies,ali-badiei,ali-badiei,False,harjit-singh,Professor Harjit Singh,2,2,False,0.354567,0.373654,0.45,1,Shared topic evidence: energy; Same college match
module_0010f5717fe8647e,TB,Renewable Energy Technologies,ali-badiei,ali-badiei,False,maria-kolokotroni,Professor Maria Kolokotroni,5,4,True,0.296556,0.327245,0.45,1,Shared topic evidence: energy; Same college match
module_0010f5717fe8647e,TB,Renewable Energy Technologies,ali-badiei,ali-badiei,False,valentina-stojceska,Professor Valentina Stojceska,3,3,False,0.341386,0.363109,0.45,1,Shared topic evidence: energy; Same college match
module_005e0d5092b574fc,COGNITIVENEUROSCIENCE,Cognitive Neuroscience,julio-rodriguezlarios,julio-rodriguezlarios,False,andre-szameitat,Dr Andre J. Szameitat,2,2,False,0.478955,0.503164,0.6,1,Shared topic evidence: psychology; Same department match
module_005e0d5092b574fc,COGNITIVENEUROSCIENCE,Cognitive Neuroscience,julio-rodriguezlarios,julio-rodriguezlarios,False,caroline-dibernardiluft,Dr Caroline Di Bernardi Luft,4,4,False,0.431232,0.484986,0.7,2,"Shared topic evidence: psychology, brain; Same department match"
module_005e0d5092b574fc,COGNITIVENEUROSCIENCE,Cognitive Neuroscience,julio-rodriguezlarios,julio-rodriguezlarios,False,elena-antonova,Dr Elena Antonova,5,5,False,0.406367,0.465094,0.7,2,"Shared topic evidence: psychology, brain function; Same department match"
module_005e0d5092b574fc,COGNITIVENEUROSCIENCE,Cognitive Neuroscience,julio-rodriguezlarios,julio-rodriguezlarios,False,julio-rodriguezlarios,Dr Julio Rodriguez Larios,1,1,False,0.484211,0.507369,0.6,1,Shared topic evidence: psychology; Same department match
module_005e0d5092b574fc,COGNITIVENEUROSCIENCE,Cognitive Neuroscience,julio-rodriguezlarios,julio-rodriguezlarios,False,veena-kumari,Professor Veena Kumari,3,3,False,0.456433,0.485146,0.6,1,Shared topic evidence: psychology; Same department match
module_0066d2008c0dacc6,BB27AAMOLECULARANDCELLULARBIOLOGYWITHDEVELOPMENTALANDSTEMCELLBIOLOGY,BB27aa - Molecular and Cellular Biology with Developmental and Stem Cell Biology,alessandro-esposito,victor-hernandez,True,ahmet-ucar,Dr Ahmet Ucar,5,4,True,0.370593,0.436474,0.7,2,"Shared topic evidence: biology, cell biology; Same department match"
module_0066d2008c0dacc6,BB27AAMOLECULARANDCELLULARBIOLOGYWITHDEVELOPMENTALANDSTEMCELLBIOLOGY,BB27aa - Molecular and Cellular Biology with Developmental and Stem Cell Biology,alessandro-esposito,victor-hernandez,True,alessandro-esposito,Dr Alessandro Esposito,1,2,True,0.430635,0.484508,0.7,2,"Shared topic evidence: biology, cell biology; Same department match"
module_0066d2008c0dacc6,BB27AAMOLECULARANDCELLULARBIOLOGYWITHDEVELOPMENTALANDSTEMCELLBIOLOGY,BB27aa - Molecular and Cellular Biology with Developmental and Stem Cell Biology,alessandro-esposito,victor-hernandez,True,auturo-sala,Professor Arturo Sala,3,3,False,0.382831,0.446265,0.7,2,"Shared topic evidence: biology, cell biology; Same department match"
module_0066d2008c0dacc6,BB27AAMOLECULARANDCELLULARBIOLOGYWITHDEVELOPMENTALANDSTEMCELLBIOLOGY,BB27aa - Molecular and Cellular Biology with Developmental and Stem Cell Biology,alessandro-esposito,victor-hernandez,True,camilla-cerutti,Dr Camilla Cerutti,4,5,True,0.378444,0.422755,0.6,1,Shared topic evidence: biology; Same department match
module_0066d2008c0dacc6,BB27AAMOLECULARANDCELLULARBIOLOGYWITHDEVELOPMENTALANDSTEMCELLBIOLOGY,BB27aa - Molecular and Cellular Biology with Developmental and Stem Cell Biology,alessandro-esposito,victor-hernandez,True,victor-hernandez,Dr Victor Hernandez,2,1,True,0.430331,0.504265,0.8,3,"Shared topic evidence: biology, molecular, cell biology; Same department match"
module_006e6d935e988cd4,SA5639,"SA5639 - Migration, Citizenship and Identity",rohini-rai,katalin-halasz,True,anna-tuckett,Dr Anna Tuckett,3,2,True,0.48492,0.475936,0.44,1,Shared topic evidence: citizenship; Same college match
module_006e6d935e988cd4,SA5639,"SA5639 - Migration, Citizenship and Identity",rohini-rai,katalin-halasz,True,katalin-halasz,Dr Katalin Halasz,2,1,True,0.516683,0.493346,0.4,1,Shared topic evidence: citizenship; Same college match
module_006e6d935e988cd4,SA5639,"SA5639 - Migration, Citizenship and Identity",rohini-rai,katalin-halasz,True,maria-kastrinou,Dr Maria Kastrinou,4,4,False,0.408235,0.336588,0.05,0,Same college match
module_006e6d935e988cd4,SA5639,"SA5639 - Migration, Citizenship and Identity",rohini-rai,katalin-halasz,True,peter-wilkin,Dr Peter Wilkin,5,5,False,0.395413,0.32633,0.05,0,Same college match
module_006e6d935e988cd4,SA5639,"SA5639 - Migration, Citizenship and Identity",rohini-rai,katalin-halasz,True,rohini-rai,Dr Rohini Rai,1,3,True,0.543604,0.444883,0.05,0,Same college match
module_007d7aaec2da923a,PY5616,PY5616 - Cognitive and Clinical Neuroscience: Core Topics,panagiota-nikopoulou-smyrni,panagiota-nikopoulou-smyrni,False,elmar-kal,Dr Elmar Kal,2,2,False,0.264785,0.251828,0.2,0,Same department match
module_007d7aaec2da923a,PY5616,PY5616 - Cognitive and Clinical Neuroscience: Core Topics,panagiota-nikopoulou-smyrni,panagiota-nikopoulou-smyrni,False,joy-conway,Professor Joy Conway,4,4,False,0.208894,0.207115,0.2,0,Same department match
module_007d7aaec2da923a,PY5616,PY5616 - Cognitive and Clinical Neuroscience: Core Topics,panagiota-nikopoulou-smyrni,panagiota-nikopoulou-smyrni,False,manhongandrew-siu,Dr Andrew Siu,5,5,False,0.202108,0.201686,0.2,0,Same department match
module_007d7aaec2da923a,PY5616,PY5616 - Cognitive and Clinical Neuroscience: Core Topics,panagiota-nikopoulou-smyrni,panagiota-nikopoulou-smyrni,False,meriel-norris,Professor Meriel Norris,3,3,False,0.224544,0.219635,0.2,0,Same department match
module_007d7aaec2da923a,PY5616,PY5616 - Cognitive and Clinical Neuroscience: Core Topics,panagiota-nikopoulou-smyrni,panagiota-nikopoulou-smyrni,False,panagiota-nikopoulou-smyrni,Dr Panagiota Smyrni,1,1,False,0.293247,0.274598,0.2,0,Same department match
module_00b969765c873e13,FM2634,FM2634 - World Cinemas,paul-moody,paul-moody,False,dr-katerina-paramana,Dr Katerina Paramana,4,4,False,0.317492,0.263994,0.05,0,Same college match
module_00b969765c873e13,FM2634,FM2634 - World Cinemas,paul-moody,paul-moody,False,monica-degen,Professor Monica Degen,5,5,False,0.315203,0.262162,0.05,0,Same college match
module_00b969765c873e13,FM2634,FM2634 - World Cinemas,paul-moody,paul-moody,False,paul-moody,Dr Paul Moody,1,1,False,0.413062,0.34045,0.05,0,Same college match
module_00b969765c873e13,FM2634,FM2634 - World Cinemas,paul-moody,paul-moody,False,sarita-malik,Professor Sarita Malik,3,3,False,0.339516,0.281613,0.05,0,Same college match
module_00b969765c873e13,FM2634,FM2634 - World Cinemas,paul-moody,paul-moody,False,sean-holmes,Dr Sean Holmes,2,2,False,0.383975,0.31718,0.05,0,Same college match
module_00f9a51a953560ff,QUALITATIVERESEARCHMETHODS,Qualitative Research Methods,rebecca-hings,rebecca-hings,False,emily-hunt,Dr Emily Hunt,2,2,False,0.408919,0.367135,0.2,0,Same department match
module_00f9a51a953560ff,QUALITATIVERESEARCHMETHODS,Qualitative Research Methods,rebecca-hings,rebecca-hings,False,lora-adair,Dr Lora Adair,5,5,False,0.378921,0.343137,0.2,0,Same department match
module_00f9a51a953560ff,QUALITATIVERESEARCHMETHODS,Qualitative Research Methods,rebecca-hings,rebecca-hings,False,nelli-ferenczi,Dr Nelli Ferenczi,4,4,False,0.401231,0.360985,0.2,0,Same department match
module_00f9a51a953560ff,QUALITATIVERESEARCHMETHODS,Qualitative Research Methods,rebecca-hings,rebecca-hings,False,rebecca-hings,Dr Rebecca Hings,1,1,False,0.441293,0.393034,0.2,0,Same department match
module_00f9a51a953560ff,QUALITATIVERESEARCHMETHODS,Qualitative Research Methods,rebecca-hings,rebecca-hings,False,sofia-barbosaboucas,Dr Sofia Barbosa Boucas,3,3,False,0.408663,0.36693,0.2,0,Same department match
module_00fb53d5198b9eea,,Nursing Practice Module for Year 2 (Mental Health),carolyn-dunford,carolyn-dunford,False,allison-wiseman,Dr Allison Wiseman,3,3,False,0.40409,0.363272,0.2,0,Same department match
module_00fb53d5198b9eea,,Nursing Practice Module for Year 2 (Mental Health),carolyn-dunford,carolyn-dunford,False,ann-gallagher,Professor Ann Gallagher,4,4,False,0.39659,0.357272,0.2,0,Same department match
module_00fb53d5198b9eea,,Nursing Practice Module for Year 2 (Mental Health),carolyn-dunford,carolyn-dunford,False,carolyn-dunford,Dr Carolyn Dunford,1,1,False,0.4091,0.36728,0.2,0,Same department match
module_00fb53d5198b9eea,,Nursing Practice Module for Year 2 (Mental Health),carolyn-dunford,carolyn-dunford,False,mahsa-kheirollahzadeh,Dr Mahsa Kheirollahzadeh,5,5,False,0.385906,0.348725,0.2,0,Same department match
module_00fb53d5198b9eea,,Nursing Practice Module for Year 2 (Mental Health),carolyn-dunford,carolyn-dunford,False,tai-frater,Ms Tai Frater,2,2,False,0.404608,0.363686,0.2,0,Same department match
module_0116d48246d62e9d,,Design Major Project - Research,busayawan-lam,busayawan-lam,False,busayawan-lam,Dr Busayawan Lam,1,1,False,0.442895,0.394316,0.2,0,Same department match
module_0116d48246d62e9d,,Design Major Project - Research,busayawan-lam,busayawan-lam,False,damon-daylamani-zad,Dr Damon Daylamani-Zad,5,5,False,0.383658,0.346926,0.2,0,Same department match
module_0116d48246d62e9d,,Design Major Project - Research,busayawan-lam,busayawan-lam,False,fabrizio-ceschin,Dr Fabrizio Ceschin,4,4,False,0.405313,0.36425,0.2,0,Same department match
module_0116d48246d62e9d,,Design Major Project - Research,busayawan-lam,busayawan-lam,False,federico-colecchia,Dr Federico Colecchia,3,3,False,0.427493,0.381994,0.2,0,Same department match
module_0116d48246d62e9d,,Design Major Project - Research,busayawan-lam,busayawan-lam,False,mohammed-elsouri,Dr Mohammed Elsouri,2,2,False,0.442667,0.394134,0.2,0,Same department match
module_013faae15756cead,DM5533,DM5533 - Sustainable Design,sibylle-ermler,sibylle-ermler,False,dan-bishop,Dr Daniel Bishop,4,4,False,0.168802,0.175042,0.2,0,Same department match
module_013faae15756cead,DM5533,DM5533 - Sustainable Design,sibylle-ermler,sibylle-ermler,False,david-tree,Professor David Tree,2,2,False,0.186387,0.18911,0.2,0,Same department match
module_013faae15756cead,DM5533,DM5533 - Sustainable Design,sibylle-ermler,sibylle-ermler,False,lora-adair,Dr Lora Adair,3,3,False,0.17472,0.179776,0.2,0,Same department match
module_013faae15756cead,DM5533,DM5533 - Sustainable Design,sibylle-ermler,sibylle-ermler,False,raha-pazoki,Dr Raha Pazoki,5,5,False,0.156014,0.164811,0.2,0,Same department match
module_013faae15756cead,DM5533,DM5533 - Sustainable Design,sibylle-ermler,sibylle-ermler,False,sibylle-ermler,Dr Sibylle Ermler,1,1,False,0.247277,0.237822,0.2,0,Same department match
module_017acf723192e088,TB,Strategy and Business Planning,ali-mousavi,ali-mousavi,False,ali-mousavi,Dr Alireza Mousavi,1,1,False,0.205279,0.174223,0.05,0,Same college match
module_017acf723192e088,TB,Strategy and Business Planning,ali-mousavi,ali-mousavi,False,moschos-papananias,Dr Moschos Papananias,5,5,False,0.1399,0.12192,0.05,0,Same college match
module_017acf723192e088,TB,Strategy and Business Planning,ali-mousavi,ali-mousavi,False,rui-cardoso,Dr Rui Ramos Cardoso,4,4,False,0.141484,0.123187,0.05,0,Same college match
module_017acf723192e088,TB,Strategy and Business Planning,ali-mousavi,ali-mousavi,False,susan-grant,Dr Susan Grant,2,2,False,0.204371,0.173497,0.05,0,Same college match
module_017acf723192e088,TB,Strategy and Business Planning,ali-mousavi,ali-mousavi,False,valentina-stojceska,Professor Valentina Stojceska,3,3,False,0.170047,0.146038,0.05,0,Same college match
module_01979353071c854f,DR16CC,DR16cc - Acting,dr-katerina-paramana,dr-katerina-paramana,False,dr-katerina-paramana,Dr Katerina Paramana,1,1,False,0.290377,0.242302,0.05,0,Same college match
module_01979353071c854f,DR16CC,DR16cc - Acting,dr-katerina-paramana,dr-katerina-paramana,False,emily-baines,Dr Emily Baines,3,3,False,0.25744,0.215952,0.05,0,Same college match
module_01979353071c854f,DR16CC,DR16cc - Acting,dr-katerina-paramana,dr-katerina-paramana,False,michael-wayne,Professor Michael Wayne,4,4,False,0.210385,0.178308,0.05,0,Same college match
module_01979353071c854f,DR16CC,DR16cc - Acting,dr-katerina-paramana,dr-katerina-paramana,False,royona-mitra,Professor Royona Mitra,5,5,False,0.199246,0.169397,0.05,0,Same college match
module_01979353071c854f,DR16CC,DR16cc - Acting,dr-katerina-paramana,dr-katerina-paramana,False,sean-holmes,Dr Sean Holmes,2,2,False,0.258505,0.216804,0.05,0,Same college match
module_019c8f47c4fa6e7f,,Electronics and Mathematics,liang-li,liang-li,False,liang-li,Dr Liang Li,1,1,False,0.140097,0.152078,0.2,0,Same department match
module_0222aab777155ab4,CO3XXA,CO3xxA - 21st Century Media Bodies,billur-ozgul,billur-ozgul,False,billur-ozgul,Dr Billur Ozgul,1,1,False,0.305387,0.25431,0.05,0,Same college match
module_0222aab777155ab4,CO3XXA,CO3xxA - 21st Century Media Bodies,billur-ozgul,billur-ozgul,False,hauke-riesch,Dr Hauke Riesch,4,4,False,0.242846,0.204277,0.05,0,Same college match
module_0222aab777155ab4,CO3XXA,CO3xxA - 21st Century Media Bodies,billur-ozgul,billur-ozgul,False,paul-moody,Dr Paul Moody,2,2,False,0.279231,0.233385,0.05,0,Same college match
module_0222aab777155ab4,CO3XXA,CO3xxA - 21st Century Media Bodies,billur-ozgul,billur-ozgul,False,peter-wilkin,Dr Peter Wilkin,5,5,False,0.223509,0.188807,0.05,0,Same college match
module_0222aab777155ab4,CO3XXA,CO3xxA - 21st Century Media Bodies,billur-ozgul,billur-ozgul,False,sarita-malik,Professor Sarita Malik,3,3,False,0.276533,0.231226,0.05,0,Same college match
module_02fd7eb3577c6ddd,,Digital Design and Prototyping,mohammed-elsouri,mohammed-elsouri,False,arthi-manohar,Dr Arthi Manohar,5,5,False,0.347743,0.318194,0.2,0,Same department match
module_02fd7eb3577c6ddd,,Digital Design and Prototyping,mohammed-elsouri,mohammed-elsouri,False,busayawan-lam,Dr Busayawan Lam,2,2,False,0.41614,0.372912,0.2,0,Same department match
module_02fd7eb3577c6ddd,,Digital Design and Prototyping,mohammed-elsouri,mohammed-elsouri,False,federico-colecchia,Dr Federico Colecchia,3,3,False,0.384022,0.347218,0.2,0,Same department match
module_02fd7eb3577c6ddd,,Digital Design and Prototyping,mohammed-elsouri,mohammed-elsouri,False,gulsen-toreyargin,Dr Gulsen Tore Yargin,4,4,False,0.353204,0.322563,0.2,0,Same department match
module_02fd7eb3577c6ddd,,Digital Design and Prototyping,mohammed-elsouri,mohammed-elsouri,False,mohammed-elsouri,Dr Mohammed Elsouri,1,1,False,0.434245,0.387396,0.2,0,Same department match
module_038c28db34451d45,FM1628,FM1628 - Film and TV Analysis,sean-holmes,sean-holmes,False,andra-ivanescu,Dr Andra Ivanescu,2,2,False,0.303726,0.252981,0.05,0,Same college match
module_038c28db34451d45,FM1628,FM1628 - Film and TV Analysis,sean-holmes,sean-holmes,False,emily-horton,Dr Emily Horton,3,3,False,0.299868,0.249894,0.05,0,Same college match
module_038c28db34451d45,FM1628,FM1628 - Film and TV Analysis,sean-holmes,sean-holmes,False,jonathan-hackett,Dr Jon Hackett,4,4,False,0.293006,0.244405,0.05,0,Same college match
module_038c28db34451d45,FM1628,FM1628 - Film and TV Analysis,sean-holmes,sean-holmes,False,michael-wayne,Professor Michael Wayne,5,5,False,0.277467,0.231974,0.05,0,Same college match
module_038c28db34451d45,FM1628,FM1628 - Film and TV Analysis,sean-holmes,sean-holmes,False,sean-holmes,Dr Sean Holmes,1,1,False,0.40744,0.335952,0.05,0,Same college match
module_03b42c5deb874152,MG2641,MG2641 - Marketing Challenge,carolin-decker-lange,carolin-decker-lange,False,carolin-decker-lange,Dr Carolin Decker-Lange,1,1,False,0.462104,0.379683,0.05,0,Same college match
module_03b42c5deb874152,MG2641,MG2641 - Marketing Challenge,carolin-decker-lange,carolin-decker-lange,False,gurdeep-kohli,Dr Gurdeep Kohli,2,2,False,0.432434,0.355947,0.05,0,Same college match
module_03b42c5deb874152,MG2641,MG2641 - Marketing Challenge,carolin-decker-lange,carolin-decker-lange,False,lewis-smith,Dr Lewis Smith,5,5,False,0.383416,0.316733,0.05,0,Same college match
module_03b42c5deb874152,MG2641,MG2641 - Marketing Challenge,carolin-decker-lange,carolin-decker-lange,False,marios-samdanis,Dr Marios Samdanis,4,4,False,0.400721,0.330577,0.05,0,Same college match
module_03b42c5deb874152,MG2641,MG2641 - Marketing Challenge,carolin-decker-lange,carolin-decker-lange,False,nick-yip,Dr Nick Yip,3,3,False,0.413848,0.341078,0.05,0,Same college match
module_041c424883ba3499,MG5620,MG5620 - Contemporary Brand Management,gurdeep-kohli,gurdeep-kohli,False,carolin-decker-lange,Dr Carolin Decker-Lange,3,3,False,0.366504,0.303203,0.05,0,Same college match
module_041c424883ba3499,MG5620,MG5620 - Contemporary Brand Management,gurdeep-kohli,gurdeep-kohli,False,dongmei-zha,Dr Dongmei Zha,2,2,False,0.379334,0.369467,0.33,1,Shared topic evidence: brand management; Same college match
module_041c424883ba3499,MG5620,MG5620 - Contemporary Brand Management,gurdeep-kohli,gurdeep-kohli,False,gurdeep-kohli,Dr Gurdeep Kohli,1,1,False,0.449551,0.423641,0.32,1,Shared topic evidence: brand management; Same college match
module_041c424883ba3499,MG5620,MG5620 - Contemporary Brand Management,gurdeep-kohli,gurdeep-kohli,False,marios-samdanis,Dr Marios Samdanis,4,4,False,0.364306,0.301445,0.05,0,Same college match
module_041c424883ba3499,MG5620,MG5620 - Contemporary Brand Management,gurdeep-kohli,gurdeep-kohli,False,pantea-foroudi,Dr Pantea Foroudi,5,5,False,0.364039,0.301231,0.05,0,Same college match
module_0448b0152757812e,DX2601,Experimental Digital Futures,mark-perry,mark-perry,False,cigdem-sengul,Dr Cigdem Sengul,3,3,False,0.328947,0.273158,0.05,0,Same college match
module_0448b0152757812e,DX2601,Experimental Digital Futures,mark-perry,mark-perry,False,mark-perry,Professor Mark Perry,1,1,False,0.348221,0.288577,0.05,0,Same college match
module_0448b0152757812e,DX2601,Experimental Digital Futures,mark-perry,mark-perry,False,panos-louvieris,Professor Panos Louvieris,2,2,False,0.340686,0.282549,0.05,0,Same college match
module_0448b0152757812e,DX2601,Experimental Digital Futures,mark-perry,mark-perry,False,rumyana-neykova,Dr Rumyana Neykova,5,5,False,0.317016,0.263613,0.05,0,Same college match
module_0448b0152757812e,DX2601,Experimental Digital Futures,mark-perry,mark-perry,False,simon-taylor,Professor Simon Taylor,4,4,False,0.318315,0.264652,0.05,0,Same college match
module_0477bdd146378fca,BB1725,BB1725 - Biology of the Cell,joanna-bridger,joanna-bridger,False,alessandro-esposito,Dr Alessandro Esposito,4,3,True,0.339375,0.4115,0.7,2,"Shared topic evidence: biology, cell biology; Same department match"
module_0477bdd146378fca,BB1725,BB1725 - Biology of the Cell,joanna-bridger,joanna-bridger,False,ashley-houlden,Dr Ashley Houlden,3,4,True,0.35924,0.407392,0.6,1,Shared topic evidence: biology; Same department match
module_0477bdd146378fca,BB1725,BB1725 - Biology of the Cell,joanna-bridger,joanna-bridger,False,christian-rudolph,Dr Christian Rudolph,2,2,False,0.364979,0.431983,0.7,2,"Shared topic evidence: biology, cell biology; Same department match"
module_0477bdd146378fca,BB1725,BB1725 - Biology of the Cell,joanna-bridger,joanna-bridger,False,david-tree,Professor David Tree,5,5,False,0.319902,0.295922,0.2,0,Same department match
module_0477bdd146378fca,BB1725,BB1725 - Biology of the Cell,joanna-bridger,joanna-bridger,False,joanna-bridger,Professor Joanna Bridger,1,1,False,0.392737,0.43419,0.6,1,Shared topic evidence: biology; Same department match
module_04ce400c45e931c0,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,dongmei-zha,Dr Dongmei Zha,4,4,False,0.355532,0.294426,0.05,0,Same college match
module_04ce400c45e931c0,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,gurdeep-kohli,Dr Gurdeep Kohli,3,3,False,0.37678,0.311424,0.05,0,Same college match
module_04ce400c45e931c0,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,kevin-lu,Dr Kevin Lu,5,5,False,0.34172,0.283376,0.05,0,Same college match
module_04ce400c45e931c0,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,lalnunpuia-samuel1,Dr Lalnunpuia Samuel,2,2,False,0.399412,0.32953,0.05,0,Same college match
module_04ce400c45e931c0,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,syedsardar-muhammad,Dr Syed Muhammad,1,1,False,0.411359,0.339087,0.05,0,Same college match
module_04d47f1f1d3435eb,CHEMICALRISKASSESSMENTANDMANAGEMENT,Chemical Risk Assessment and Management,rakesh-kanda,rakesh-kanda,False,eleni-iacovidou,Dr Eleni Iacovidou,4,4,False,0.41388,0.341104,0.05,0,Same college match
module_04d47f1f1d3435eb,CHEMICALRISKASSESSMENTANDMANAGEMENT,Chemical Risk Assessment and Management,rakesh-kanda,rakesh-kanda,False,ovokeroye-abafe,Dr Ovokeroye Abafe,2,2,False,0.443708,0.364966,0.05,0,Same college match
module_04d47f1f1d3435eb,CHEMICALRISKASSESSMENTANDMANAGEMENT,Chemical Risk Assessment and Management,rakesh-kanda,rakesh-kanda,False,rakesh-kanda,Professor Rakesh Kanda,1,1,False,0.510053,0.418042,0.05,0,Same college match
module_04d47f1f1d3435eb,CHEMICALRISKASSESSMENTANDMANAGEMENT,Chemical Risk Assessment and Management,rakesh-kanda,rakesh-kanda,False,theodoros-giakoumis,Dr Theodoros Giakoumis,5,5,False,0.396599,0.327279,0.05,0,Same college match
module_04d47f1f1d3435eb,CHEMICALRISKASSESSMENTANDMANAGEMENT,Chemical Risk Assessment and Management,rakesh-kanda,rakesh-kanda,False,thomas-miller,Dr Thomas Miller,3,3,False,0.442851,0.364281,0.05,0,Same college match
module_052fb7cca17c1b36,CW5616,CW5616 - Creative Non-Fiction,emily-horton,emily-horton,False,dr-katerina-paramana,Dr Katerina Paramana,3,3,False,0.332455,0.275964,0.05,0,Same college match
module_052fb7cca17c1b36,CW5616,CW5616 - Creative Non-Fiction,emily-horton,emily-horton,False,ellie-reed,Dr Ellie Reed,5,5,False,0.295987,0.24679,0.05,0,Same college match
module_052fb7cca17c1b36,CW5616,CW5616 - Creative Non-Fiction,emily-horton,emily-horton,False,emily-horton,Dr Emily Horton,1,1,False,0.403313,0.33265,0.05,0,Same college match
module_052fb7cca17c1b36,CW5616,CW5616 - Creative Non-Fiction,emily-horton,emily-horton,False,jago-morrison,Professor Jago Morrison,2,2,False,0.368542,0.304834,0.05,0,Same college match
module_052fb7cca17c1b36,CW5616,CW5616 - Creative Non-Fiction,emily-horton,emily-horton,False,thaleia-deniozou,Dr Thaleia Deniozou,4,4,False,0.306186,0.254949,0.05,0,Same college match
module_053c40313a8e04bf,LX5617,LX5617 - Principles of International Commercial Arbitration,filip-balcerzak,filip-balcerzak,False,boris-prastalo,Dr Boris Prastalo,2,2,False,0.383306,0.346645,0.2,0,Same department match
module_053c40313a8e04bf,LX5617,LX5617 - Principles of International Commercial Arbitration,filip-balcerzak,filip-balcerzak,False,filip-balcerzak,Dr Filip Balcerzak,1,1,False,0.431496,0.385197,0.2,0,Same department match
module_053c40313a8e04bf,LX5617,LX5617 - Principles of International Commercial Arbitration,filip-balcerzak,filip-balcerzak,False,gerard-conway,Mr Gerard Conway,3,3,False,0.300779,0.280623,0.2,0,Same department match
module_053c40313a8e04bf,LX5617,LX5617 - Principles of International Commercial Arbitration,filip-balcerzak,filip-balcerzak,False,patricia-hobbs,Dr Patricia Hobbs,4,4,False,0.285893,0.268714,0.2,0,Same department match
module_053c40313a8e04bf,LX5617,LX5617 - Principles of International Commercial Arbitration,filip-balcerzak,filip-balcerzak,False,solon-solomon,Dr Solon Solomon,5,5,False,0.264878,0.251902,0.2,0,Same department match
module_0568d8b94bbe3028,MG3622,MG3622 - Strategic Management,carolin-decker-lange,carolin-decker-lange,False,abraham-althonayan,Dr Abrahim Althonayan,3,3,False,0.334193,0.277354,0.05,0,Same college match
module_0568d8b94bbe3028,MG3622,MG3622 - Strategic Management,carolin-decker-lange,carolin-decker-lange,False,amir-ashrafi,Dr Amir Ashrafi,2,2,False,0.384087,0.31727,0.05,0,Same college match
module_0568d8b94bbe3028,MG3622,MG3622 - Strategic Management,carolin-decker-lange,carolin-decker-lange,False,carolin-decker-lange,Dr Carolin Decker-Lange,1,1,False,0.387579,0.320063,0.05,0,Same college match
module_0568d8b94bbe3028,MG3622,MG3622 - Strategic Management,carolin-decker-lange,carolin-decker-lange,False,catherine-wang,Professor Catherine Wang,5,5,False,0.326938,0.27155,0.05,0,Same college match
module_0568d8b94bbe3028,MG3622,MG3622 - Strategic Management,carolin-decker-lange,carolin-decker-lange,False,cristina-stoian,Dr Cristina Stoian,4,4,False,0.333491,0.276793,0.05,0,Same college match
module_05b374b64ec07732,ED2709,ED2709 - Education Work Placements 2,lewis-fogarty1,lewis-fogarty1,False,gwen-ineson,Dr Gwen Ineson,5,5,False,0.361982,0.299586,0.05,0,Same college match
module_05b374b64ec07732,ED2709,ED2709 - Education Work Placements 2,lewis-fogarty1,lewis-fogarty1,False,lewis-fogarty1,Dr Lewis Fogarty,1,1,False,0.382029,0.315623,0.05,0,Same college match
module_05b374b64ec07732,ED2709,ED2709 - Education Work Placements 2,lewis-fogarty1,lewis-fogarty1,False,paula-zwozdiak-myers,Dr Paula Zwozdiak-Myers,2,2,False,0.381798,0.315438,0.05,0,Same college match
module_05b374b64ec07732,ED2709,ED2709 - Education Work Placements 2,lewis-fogarty1,lewis-fogarty1,False,saima-salehjee,Dr Saima Salehjee,3,3,False,0.368179,0.304543,0.05,0,Same college match
module_05b374b64ec07732,ED2709,ED2709 - Education Work Placements 2,lewis-fogarty1,lewis-fogarty1,False,sarmin-hossain,Dr Sarmin Hossain,4,4,False,0.365052,0.302042,0.05,0,Same college match
module_05c9e5c62ee1a4e7,LX5BBB,LX5BBB - SQE 1 Preparation: Legal Practice 2,elena-zaccaria,elena-zaccaria,False,arad-reisberg,Professor Arad Reisberg,5,5,False,0.183392,0.186714,0.2,0,Same department match
module_05c9e5c62ee1a4e7,LX5BBB,LX5BBB - SQE 1 Preparation: Legal Practice 2,elena-zaccaria,elena-zaccaria,False,elena-zaccaria,Dr Elena Zaccaria,1,1,False,0.266002,0.252802,0.2,0,Same department match
module_05c9e5c62ee1a4e7,LX5BBB,LX5BBB - SQE 1 Preparation: Legal Practice 2,elena-zaccaria,elena-zaccaria,False,gerard-conway,Mr Gerard Conway,3,2,True,0.195408,0.232326,0.38,1,Shared topic evidence: criminal law; Same department match
