module_id,module_code,module_title,m2_top_staff_id,m3_top_staff_id,top_rank_changed,staff_id,full_name,m2_rank,m3_rank,rank_changed,semantic_score,m3_kg_score,graph_support_score,shared_topic_count,graph_explanation
module_1e35a081695c189b,PP5627,PP5627 - Military History and Strategic Thought from the Ancients to the Present,richard-hammond,richard-hammond,False,matthew-seligmann,Professor Matthew Seligmann,3,3,False,0.402748,0.332198,0.05,0,Same college match
module_1e35a081695c189b,PP5627,PP5627 - Military History and Strategic Thought from the Ancients to the Present,richard-hammond,richard-hammond,False,philip-davies,Professor Philip Davies,5,5,False,0.345261,0.286209,0.05,0,Same college match
module_1e35a081695c189b,PP5627,PP5627 - Military History and Strategic Thought from the Ancients to the Present,richard-hammond,richard-hammond,False,richard-hammond,Dr Richard Hammond,1,1,False,0.518343,0.424674,0.05,0,Same college match
module_1e35c527909bcae3,,Contaminant Transport and Remediation,ashraf-ahmed,ashraf-ahmed,False,abiy-kebede,Dr Abiy S. Kebede,2,2,False,0.369217,0.305374,0.05,0,Same college match
module_1e35c527909bcae3,,Contaminant Transport and Remediation,ashraf-ahmed,ashraf-ahmed,False,ashraf-ahmed,Dr Ashraf Ahmed Mohamed,1,1,False,0.45049,0.370392,0.05,0,Same college match
module_1e35c527909bcae3,,Contaminant Transport and Remediation,ashraf-ahmed,ashraf-ahmed,False,rakesh-kanda,Professor Rakesh Kanda,3,3,False,0.334543,0.277634,0.05,0,Same college match
module_1e35c527909bcae3,,Contaminant Transport and Remediation,ashraf-ahmed,ashraf-ahmed,False,theodoros-giakoumis,Dr Theodoros Giakoumis,5,5,False,0.327959,0.272367,0.05,0,Same college match
module_1e35c527909bcae3,,Contaminant Transport and Remediation,ashraf-ahmed,ashraf-ahmed,False,thomas-miller,Dr Thomas Miller,4,4,False,0.334123,0.277298,0.05,0,Same college match
module_1e6c81c5acea7919,ME0006,Mathematical Methods,rui-cardoso,rui-cardoso,False,rui-cardoso,Dr Rui Ramos Cardoso,1,1,False,0.16184,0.139472,0.05,0,Same college match
module_1e6dbab8ba0e43b1,PP2633,PP2633 - Explaining Politics: Quantitative Political Science in Practice,jeffrey-karp,jeffrey-karp,False,jeffrey-karp,Professor Jeffrey Karp,1,1,False,0.421843,0.347474,0.05,0,Same college match
module_1e6dbab8ba0e43b1,PP2633,PP2633 - Explaining Politics: Quantitative Political Science in Practice,jeffrey-karp,jeffrey-karp,False,manu-savani,Dr Manu Savani,2,2,False,0.360383,0.298306,0.05,0,Same college match
module_1e6dbab8ba0e43b1,PP2633,PP2633 - Explaining Politics: Quantitative Political Science in Practice,jeffrey-karp,jeffrey-karp,False,martin-hansen,Dr Martin Hansen,5,5,False,0.340358,0.282286,0.05,0,Same college match
module_1e6dbab8ba0e43b1,PP2633,PP2633 - Explaining Politics: Quantitative Political Science in Practice,jeffrey-karp,jeffrey-karp,False,peter-thomas,Professor Peter D. Thomas,4,4,False,0.353858,0.293086,0.05,0,Same college match
module_1e6dbab8ba0e43b1,PP2633,PP2633 - Explaining Politics: Quantitative Political Science in Practice,jeffrey-karp,jeffrey-karp,False,victor-jatula,Dr Victor Jatula,3,3,False,0.356271,0.295017,0.05,0,Same college match
module_1ed5019cfb25d1ee,,Chemical Reaction Engineering,jun-xia,jun-xia,False,bertrand-delpech,Dr Bertrand Delpech,5,5,False,0.285922,0.238738,0.05,0,Same college match
module_1ed5019cfb25d1ee,,Chemical Reaction Engineering,jun-xia,jun-xia,False,hussam-jouhara,Professor Hussam Jouhara,4,4,False,0.288092,0.240474,0.05,0,Same college match
module_1ed5019cfb25d1ee,,Chemical Reaction Engineering,jun-xia,jun-xia,False,jun-xia,Dr Jun Xia,1,1,False,0.351949,0.291559,0.05,0,Same college match
module_1ed5019cfb25d1ee,,Chemical Reaction Engineering,jun-xia,jun-xia,False,thanos-megaritis,Professor Thanos Megaritis,2,2,False,0.338741,0.280993,0.05,0,Same college match
module_1ed5019cfb25d1ee,,Chemical Reaction Engineering,jun-xia,jun-xia,False,xinyan-wang,Professor Xinyan Wang,3,3,False,0.326757,0.271406,0.05,0,Same college match
module_1ee1ea3a62386c69,SA5624,SA5624 - War and Humanitarianism,hannah-whittaker,hannah-whittaker,False,hannah-whittaker,Dr Hannah Whittaker,1,1,False,0.469832,0.385866,0.05,0,Same college match
module_1ee1ea3a62386c69,SA5624,SA5624 - War and Humanitarianism,hannah-whittaker,hannah-whittaker,False,isak-niehaus,Dr Isak Niehaus,5,5,False,0.380839,0.314671,0.05,0,Same college match
module_1ee1ea3a62386c69,SA5624,SA5624 - War and Humanitarianism,hannah-whittaker,hannah-whittaker,False,maria-kastrinou,Dr Maria Kastrinou,2,2,False,0.444063,0.36525,0.05,0,Same college match
module_1ee1ea3a62386c69,SA5624,SA5624 - War and Humanitarianism,hannah-whittaker,hannah-whittaker,False,peter-wilkin,Dr Peter Wilkin,3,3,False,0.40524,0.334192,0.05,0,Same college match
module_1ee1ea3a62386c69,SA5624,SA5624 - War and Humanitarianism,hannah-whittaker,hannah-whittaker,False,richard-hammond,Dr Richard Hammond,4,4,False,0.40423,0.333384,0.05,0,Same college match
module_1f0dd42d24cc259d,CS2604,CS2604 - Algorithms and their Applications,rumyana-neykova,kate-hone,True,cigdem-sengul,Dr Cigdem Sengul,5,5,False,0.289756,0.241805,0.05,0,Same college match
module_1f0dd42d24cc259d,CS2604,CS2604 - Algorithms and their Applications,rumyana-neykova,kate-hone,True,kate-hone,Professor Kate Hone,4,1,True,0.292771,0.298217,0.32,1,Shared topic evidence: algorithms applications; Same college match
module_1f0dd42d24cc259d,CS2604,CS2604 - Algorithms and their Applications,rumyana-neykova,kate-hone,True,rumyana-neykova,Dr Rumyana Neykova,1,2,True,0.354434,0.293547,0.05,0,Same college match
module_1f0dd42d24cc259d,CS2604,CS2604 - Algorithms and their Applications,rumyana-neykova,kate-hone,True,stanislao-lauria,Dr stasha Lauria,2,3,True,0.343554,0.284843,0.05,0,Same college match
module_1f0dd42d24cc259d,CS2604,CS2604 - Algorithms and their Applications,rumyana-neykova,kate-hone,True,yani-xue1,Dr Yani Xue,3,4,True,0.305806,0.254645,0.05,0,Same college match
module_1f5af9679ffa553f,,Skills For Registration (Mental Health),allison-wiseman,ann-gallagher,True,allison-wiseman,Dr Allison Wiseman,1,3,True,0.458759,0.407007,0.2,0,Same department match
module_1f5af9679ffa553f,,Skills For Registration (Mental Health),allison-wiseman,ann-gallagher,True,ann-gallagher,Professor Ann Gallagher,2,1,True,0.451841,0.473473,0.56,1,Shared topic evidence: mental health; Same department match
module_1f5af9679ffa553f,,Skills For Registration (Mental Health),allison-wiseman,ann-gallagher,True,mark-wareing,Dr Mark Wareing,4,5,True,0.437691,0.390153,0.2,0,Same department match
module_1f5af9679ffa553f,,Skills For Registration (Mental Health),allison-wiseman,ann-gallagher,True,nessie-shia,Mrs Nessie Shia,5,2,True,0.415995,0.452796,0.6,1,Shared topic evidence: mental health; Same department match
module_1f5af9679ffa553f,,Skills For Registration (Mental Health),allison-wiseman,ann-gallagher,True,tai-frater,Ms Tai Frater,3,4,True,0.448003,0.398402,0.2,0,Same department match
module_1f7d61cdfc2b35ce,,Usability Engineering,robert-macredie,robert-macredie,False,arthur-money,Dr Arthur Money,2,2,False,0.390441,0.322353,0.05,0,Same college match
module_1f7d61cdfc2b35ce,,Usability Engineering,robert-macredie,robert-macredie,False,cigdem-sengul,Dr Cigdem Sengul,4,4,False,0.3423,0.28384,0.05,0,Same college match
module_1f7d61cdfc2b35ce,,Usability Engineering,robert-macredie,robert-macredie,False,fotios-spyridonis,Dr Fotios Spyridonis,3,3,False,0.35386,0.293088,0.05,0,Same college match
module_1f7d61cdfc2b35ce,,Usability Engineering,robert-macredie,robert-macredie,False,monica-pereira1,Dr Monica Pereira,5,5,False,0.338481,0.280785,0.05,0,Same college match
module_1f7d61cdfc2b35ce,,Usability Engineering,robert-macredie,robert-macredie,False,robert-macredie,Professor Rob Macredie,1,1,False,0.410067,0.338054,0.05,0,Same college match
module_1f8dfb4af9b18169,,Design of Internet of Things,john-cosmas,cigdem-sengul,True,cigdem-sengul,Dr Cigdem Sengul,2,1,True,0.368181,0.372545,0.39,1,Shared topic evidence: internet things; Same college match
module_1f8dfb4af9b18169,,Design of Internet of Things,john-cosmas,cigdem-sengul,True,george-ghinea,Professor George Ghinea,5,5,False,0.254219,0.213375,0.05,0,Same college match
module_1f8dfb4af9b18169,,Design of Internet of Things,john-cosmas,cigdem-sengul,True,john-cosmas,Professor John Cosmas,1,2,True,0.385529,0.318423,0.05,0,Same college match
module_1f8dfb4af9b18169,,Design of Internet of Things,john-cosmas,cigdem-sengul,True,r-nilavalan-nila,Professor Nila Nilavalan,4,4,False,0.262651,0.220121,0.05,0,Same college match
module_1f8dfb4af9b18169,,Design of Internet of Things,john-cosmas,cigdem-sengul,True,ruiheng-wu,Dr Ruiheng Wu,3,3,False,0.275617,0.230494,0.05,0,Same college match
module_1fd51c86d5ba76fb,MG2621,MG2621 - Project Management,grigorios-theodosopoulos,grigorios-theodosopoulos,False,abraham-althonayan,Dr Abrahim Althonayan,4,4,False,0.262924,0.220339,0.05,0,Same college match
module_1fd51c86d5ba76fb,MG2621,MG2621 - Project Management,grigorios-theodosopoulos,grigorios-theodosopoulos,False,afshin-mansouri,Professor Afshin Mansouri,5,5,False,0.261451,0.219161,0.05,0,Same college match
module_1fd51c86d5ba76fb,MG2621,MG2621 - Project Management,grigorios-theodosopoulos,grigorios-theodosopoulos,False,grigorios-theodosopoulos,Dr Grigorios Theodosopoulos,1,1,False,0.290693,0.242554,0.05,0,Same college match
module_1fd51c86d5ba76fb,MG2621,MG2621 - Project Management,grigorios-theodosopoulos,grigorios-theodosopoulos,False,navid-sahebjamnia,Dr Navid Sahebjamnia,3,3,False,0.281498,0.235198,0.05,0,Same college match
module_1fd51c86d5ba76fb,MG2621,MG2621 - Project Management,grigorios-theodosopoulos,grigorios-theodosopoulos,False,soohyun-jeon,Dr Soohyun Jeon,2,2,False,0.288473,0.240778,0.05,0,Same college match
module_1fd94e303ff457ef,CE36BB,CE36BB - Engineering Design III - Civil,muhammad-shafique,ruoyu-jin,True,eleni-iacovidou,Dr Eleni Iacovidou,5,5,False,0.370075,0.30606,0.05,0,Same college match
module_1fd94e303ff457ef,CE36BB,CE36BB - Engineering Design III - Civil,muhammad-shafique,ruoyu-jin,True,muhammad-shafique,Dr Muhammad Shafique,1,2,True,0.525864,0.430691,0.05,0,Same college match
module_1fd94e303ff457ef,CE36BB,CE36BB - Engineering Design III - Civil,muhammad-shafique,ruoyu-jin,True,nuhu-braimah,Dr Nuhu Braimah,4,4,False,0.37754,0.312032,0.05,0,Same college match
module_1fd94e303ff457ef,CE36BB,CE36BB - Engineering Design III - Civil,muhammad-shafique,ruoyu-jin,True,rabee-shamass,Dr Rabee Shamass,3,3,False,0.401873,0.391498,0.35,1,Shared topic evidence: civil engineering; Same college match
module_1fd94e303ff457ef,CE36BB,CE36BB - Engineering Design III - Civil,muhammad-shafique,ruoyu-jin,True,ruoyu-jin,Dr Ruoyu Jin,2,1,True,0.479881,0.451905,0.34,1,Shared topic evidence: civil engineering; Same college match
module_1fdfb08151eb8661,,Games Design: Mechanics and Context,chris-cox,chris-cox,False,andra-ivanescu,Dr Andra Ivanescu,5,5,False,0.259878,0.217902,0.05,0,Same college match
module_1fdfb08151eb8661,,Games Design: Mechanics and Context,chris-cox,chris-cox,False,brent-ferguson,Dr Brent Ferguson,4,4,False,0.262852,0.220282,0.05,0,Same college match
module_1fdfb08151eb8661,,Games Design: Mechanics and Context,chris-cox,chris-cox,False,chris-cox,Mr Chris Cox,1,1,False,0.468694,0.384955,0.05,0,Same college match
module_1fdfb08151eb8661,,Games Design: Mechanics and Context,chris-cox,chris-cox,False,mariza-dima,Dr Mariza Dima,3,3,False,0.356438,0.29515,0.05,0,Same college match
module_1fdfb08151eb8661,,Games Design: Mechanics and Context,chris-cox,chris-cox,False,thaleia-deniozou,Dr Thaleia Deniozou,2,2,False,0.439713,0.36177,0.05,0,Same college match
module_1fe19087bfb15f8d,BB2732,BB2732 - Medical Microbiology,ashley-houlden,ashley-houlden,False,anthony-tsolaki,Dr Anthony Tsolaki,2,2,False,0.406883,0.365506,0.2,0,Same department match
module_1fe19087bfb15f8d,BB2732,BB2732 - Medical Microbiology,ashley-houlden,ashley-houlden,False,ashley-houlden,Dr Ashley Houlden,1,1,False,0.429716,0.383773,0.2,0,Same department match
module_1fe19087bfb15f8d,BB2732,BB2732 - Medical Microbiology,ashley-houlden,ashley-houlden,False,christian-rudolph,Dr Christian Rudolph,5,5,False,0.37639,0.341112,0.2,0,Same department match
module_1fe19087bfb15f8d,BB2732,BB2732 - Medical Microbiology,ashley-houlden,ashley-houlden,False,jacqeline-cliff,Dr Jacqueline Cliff,4,4,False,0.386786,0.349429,0.2,0,Same department match
module_1fe19087bfb15f8d,BB2732,BB2732 - Medical Microbiology,ashley-houlden,ashley-houlden,False,steven-smith,Dr Steven Smith,3,3,False,0.404419,0.363535,0.2,0,Same department match
module_1ff5756bb1395a1d,CE5652,CE5652 - Structural Dynamics and Seismic Design,esmaeel-esmaeeli,esmaeel-esmaeeli,False,esmaeel-esmaeeli,Dr Esmaeel Esmaeeli,1,1,False,0.398786,0.329029,0.05,0,Same college match
module_1ff5756bb1395a1d,CE5652,CE5652 - Structural Dynamics and Seismic Design,esmaeel-esmaeeli,esmaeel-esmaeeli,False,mohamedabdelkader-ismail,Dr Mohamed Abdelkader Ismail,5,5,False,0.274074,0.229259,0.05,0,Same college match
module_1ff5756bb1395a1d,CE5652,CE5652 - Structural Dynamics and Seismic Design,esmaeel-esmaeeli,esmaeel-esmaeeli,False,philip-collins,Dr Philip Collins,3,3,False,0.302777,0.252222,0.05,0,Same college match
module_1ff5756bb1395a1d,CE5652,CE5652 - Structural Dynamics and Seismic Design,esmaeel-esmaeeli,esmaeel-esmaeeli,False,rabee-shamass,Dr Rabee Shamass,2,2,False,0.344473,0.285578,0.05,0,Same college match
module_1ff5756bb1395a1d,CE5652,CE5652 - Structural Dynamics and Seismic Design,esmaeel-esmaeeli,esmaeel-esmaeeli,False,ruoyu-jin,Dr Ruoyu Jin,4,4,False,0.280769,0.234615,0.05,0,Same college match
module_20235d642813320a,,Mobile Communications,r-nilavalan-nila,r-nilavalan-nila,False,hamed-al-raweshidy,Professor Hamed Al-Raweshidy,5,5,False,0.191345,0.163076,0.05,0,Same college match
module_20235d642813320a,,Mobile Communications,r-nilavalan-nila,r-nilavalan-nila,False,john-cosmas,Professor John Cosmas,2,2,False,0.381502,0.315202,0.05,0,Same college match
module_20235d642813320a,,Mobile Communications,r-nilavalan-nila,r-nilavalan-nila,False,lehu-wen,Dr Lehu Wen,4,4,False,0.224429,0.189543,0.05,0,Same college match
module_20235d642813320a,,Mobile Communications,r-nilavalan-nila,r-nilavalan-nila,False,r-nilavalan-nila,Professor Nila Nilavalan,1,1,False,0.381911,0.315529,0.05,0,Same college match
module_20235d642813320a,,Mobile Communications,r-nilavalan-nila,r-nilavalan-nila,False,shaoqing-hu,Dr Shaoqing Hu,3,3,False,0.252989,0.212391,0.05,0,Same college match
module_2032595336d57b6f,MU1CCC,MU1CCC - Musicianship (A),emily-baines,emily-baines,False,andra-ivanescu,Dr Andra Ivanescu,4,4,False,0.229443,0.193554,0.05,0,Same college match
module_2032595336d57b6f,MU1CCC,MU1CCC - Musicianship (A),emily-baines,emily-baines,False,brent-ferguson,Dr Brent Ferguson,2,2,False,0.339117,0.281294,0.05,0,Same college match
module_2032595336d57b6f,MU1CCC,MU1CCC - Musicianship (A),emily-baines,emily-baines,False,dr-katerina-paramana,Dr Katerina Paramana,5,5,False,0.227517,0.192014,0.05,0,Same college match
module_2032595336d57b6f,MU1CCC,MU1CCC - Musicianship (A),emily-baines,emily-baines,False,emily-baines,Dr Emily Baines,1,1,False,0.390635,0.322508,0.05,0,Same college match
module_2032595336d57b6f,MU1CCC,MU1CCC - Musicianship (A),emily-baines,emily-baines,False,royona-mitra,Professor Royona Mitra,3,3,False,0.25655,0.21524,0.05,0,Same college match
module_2049a422f138884a,LX5642,"LX5642 - Copyright, Design and Allied Rights",sarita-malik,sarita-malik,False,anna-tuckett,Dr Anna Tuckett,3,3,False,0.216888,0.18351,0.05,0,Same college match
module_2049a422f138884a,LX5642,"LX5642 - Copyright, Design and Allied Rights",sarita-malik,sarita-malik,False,katalin-halasz,Dr Katalin Halasz,4,4,False,0.211638,0.17931,0.05,0,Same college match
module_2049a422f138884a,LX5642,"LX5642 - Copyright, Design and Allied Rights",sarita-malik,sarita-malik,False,katja-sarmiento-mirwaldt,Dr Katja Sarmiento-Mirwaldt,5,5,False,0.203821,0.173057,0.05,0,Same college match
module_2049a422f138884a,LX5642,"LX5642 - Copyright, Design and Allied Rights",sarita-malik,sarita-malik,False,peter-wilkin,Dr Peter Wilkin,2,2,False,0.21796,0.184368,0.05,0,Same college match
module_2049a422f138884a,LX5642,"LX5642 - Copyright, Design and Allied Rights",sarita-malik,sarita-malik,False,sarita-malik,Professor Sarita Malik,1,1,False,0.246221,0.206977,0.05,0,Same college match
module_20ac550db8124573,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,dongmei-zha,Dr Dongmei Zha,4,4,False,0.355532,0.294426,0.05,0,Same college match
module_20ac550db8124573,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,gurdeep-kohli,Dr Gurdeep Kohli,3,3,False,0.37678,0.311424,0.05,0,Same college match
module_20ac550db8124573,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,kevin-lu,Dr Kevin Lu,5,5,False,0.34172,0.283376,0.05,0,Same college match
module_20ac550db8124573,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,lalnunpuia-samuel1,Dr Lalnunpuia Samuel,2,2,False,0.399412,0.32953,0.05,0,Same college match
module_20ac550db8124573,MG2629,MG2629 - Digital Marketing,syedsardar-muhammad,syedsardar-muhammad,False,syedsardar-muhammad,Dr Syed Muhammad,1,1,False,0.411359,0.339087,0.05,0,Same college match
module_20d1f6fabb77f8e7,TB,Organisation of Engineering Business,susan-grant,susan-grant,False,ali-badiei,Dr Ali Badiei,4,4,False,0.175561,0.150449,0.05,0,Same college match
module_20d1f6fabb77f8e7,TB,Organisation of Engineering Business,susan-grant,susan-grant,False,maria-kolokotroni,Professor Maria Kolokotroni,2,2,False,0.18004,0.154032,0.05,0,Same college match
module_20d1f6fabb77f8e7,TB,Organisation of Engineering Business,susan-grant,susan-grant,False,mayo-adetoro,Dr Mayo Adetoro,3,3,False,0.176692,0.151354,0.05,0,Same college match
module_20d1f6fabb77f8e7,TB,Organisation of Engineering Business,susan-grant,susan-grant,False,nithinamirth-jayasree,Dr Nithin Amirth Jayasree,5,5,False,0.170886,0.146709,0.05,0,Same college match
module_20d1f6fabb77f8e7,TB,Organisation of Engineering Business,susan-grant,susan-grant,False,susan-grant,Dr Susan Grant,1,1,False,0.224667,0.189734,0.05,0,Same college match
module_211618de04180bea,FM1624,FM1624 - The Craft of Filmmaking,paul-moody,paul-moody,False,andra-ivanescu,Dr Andra Ivanescu,4,4,False,0.23258,0.196064,0.05,0,Same college match
module_211618de04180bea,FM1624,FM1624 - The Craft of Filmmaking,paul-moody,paul-moody,False,dr-katerina-paramana,Dr Katerina Paramana,5,5,False,0.225658,0.190526,0.05,0,Same college match
module_211618de04180bea,FM1624,FM1624 - The Craft of Filmmaking,paul-moody,paul-moody,False,paul-moody,Dr Paul Moody,1,1,False,0.346263,0.28701,0.05,0,Same college match
module_211618de04180bea,FM1624,FM1624 - The Craft of Filmmaking,paul-moody,paul-moody,False,sarita-malik,Professor Sarita Malik,3,3,False,0.23463,0.197704,0.05,0,Same college match
module_211618de04180bea,FM1624,FM1624 - The Craft of Filmmaking,paul-moody,paul-moody,False,sean-holmes,Dr Sean Holmes,2,2,False,0.331151,0.274921,0.05,0,Same college match
module_21bcf83116750cfd,ME5694,ME5694 - Robotics and Automation,yohan-noh,yohan-noh,False,ali-mousavi,Dr Alireza Mousavi,3,3,False,0.221698,0.187358,0.05,0,Same college match
module_21bcf83116750cfd,ME5694,ME5694 - Robotics and Automation,yohan-noh,yohan-noh,False,dong-zhang,Dr Dong Zhang,4,4,False,0.212303,0.179842,0.05,0,Same college match
module_21bcf83116750cfd,ME5694,ME5694 - Robotics and Automation,yohan-noh,yohan-noh,False,moschos-papananias,Dr Moschos Papananias,2,2,False,0.255826,0.214661,0.05,0,Same college match
module_21bcf83116750cfd,ME5694,ME5694 - Robotics and Automation,yohan-noh,yohan-noh,False,xinli-du,Dr Xinli Du,5,5,False,0.209206,0.177365,0.05,0,Same college match
module_21bcf83116750cfd,ME5694,ME5694 - Robotics and Automation,yohan-noh,yohan-noh,False,yohan-noh,Dr Yohan Noh,1,1,False,0.380045,0.314036,0.05,0,Same college match
module_21c0f9b954a78ca7,,Aerodynamics and CFD,alvin-gatto,alvin-gatto,False,alvin-gatto,Dr Alvin Gatto,1,1,False,0.546479,0.447183,0.05,0,Same college match
module_21c0f9b954a78ca7,,Aerodynamics and CFD,alvin-gatto,alvin-gatto,False,edward-smith,Dr Edward Smith,4,4,False,0.351936,0.291549,0.05,0,Same college match
module_21c0f9b954a78ca7,,Aerodynamics and CFD,alvin-gatto,alvin-gatto,False,james-tyacke,Dr James Tyacke,2,2,False,0.536855,0.439484,0.05,0,Same college match
module_21c0f9b954a78ca7,,Aerodynamics and CFD,alvin-gatto,alvin-gatto,False,rui-cardoso,Dr Rui Ramos Cardoso,5,5,False,0.337252,0.279802,0.05,0,Same college match
module_21c0f9b954a78ca7,,Aerodynamics and CFD,alvin-gatto,alvin-gatto,False,tze-pei-chong,Professor Tze Pei Chong,3,3,False,0.44123,0.362984,0.05,0,Same college match
module_21cfbaff595e8c20,BB37QQ,BB37qq - Epigenetic and Cellular Dysfunctions in Human Diseases,joanna-bridger,joanna-bridger,False,evgeny-makarov,Dr Evgeny Makarov,5,5,False,0.415255,0.372204,0.2,0,Same department match
module_21cfbaff595e8c20,BB37QQ,BB37qq - Epigenetic and Cellular Dysfunctions in Human Diseases,joanna-bridger,joanna-bridger,False,joanna-bridger,Professor Joanna Bridger,1,1,False,0.444038,0.39523,0.2,0,Same department match
module_21cfbaff595e8c20,BB37QQ,BB37qq - Epigenetic and Cellular Dysfunctions in Human Diseases,joanna-bridger,joanna-bridger,False,paola-vagnarelli,Professor Paola Vagnarelli,2,2,False,0.429291,0.383433,0.2,0,Same department match
module_21cfbaff595e8c20,BB37QQ,BB37qq - Epigenetic and Cellular Dysfunctions in Human Diseases,joanna-bridger,joanna-bridger,False,sabrina-tosi,Dr Sabrina Tosi,3,3,False,0.422832,0.378266,0.2,0,Same department match
module_21cfbaff595e8c20,BB37QQ,BB37qq - Epigenetic and Cellular Dysfunctions in Human Diseases,joanna-bridger,joanna-bridger,False,sara-anjomani-virmouni,Dr Sara Anjomani Virmouni,4,4,False,0.42246,0.377968,0.2,0,Same department match
module_22c636e72635137c,MG5590,MG5590 - Business Planning,navid-sahebjamnia,navid-sahebjamnia,False,abraham-althonayan,Dr Abrahim Althonayan,3,3,False,0.290856,0.232685,0.0,0,
module_22c636e72635137c,MG5590,MG5590 - Business Planning,navid-sahebjamnia,navid-sahebjamnia,False,afshin-mansouri,Professor Afshin Mansouri,5,5,False,0.268245,0.214596,0.0,0,
module_22c636e72635137c,MG5590,MG5590 - Business Planning,navid-sahebjamnia,navid-sahebjamnia,False,amir-ashrafi,Dr Amir Ashrafi,4,4,False,0.288371,0.230697,0.0,0,
module_22c636e72635137c,MG5590,MG5590 - Business Planning,navid-sahebjamnia,navid-sahebjamnia,False,grigorios-theodosopoulos,Dr Grigorios Theodosopoulos,2,2,False,0.293001,0.234401,0.0,0,
module_22c636e72635137c,MG5590,MG5590 - Business Planning,navid-sahebjamnia,navid-sahebjamnia,False,navid-sahebjamnia,Dr Navid Sahebjamnia,1,1,False,0.299811,0.239849,0.0,0,
module_22d173a1e90b8cec,EN3626,EN3626 - Special Topic: Violence,billur-ozgul,billur-ozgul,False,anamika-twyman-ghoshal,Dr Anamika Twyman-Ghoshal,2,2,False,0.435669,0.358535,0.05,0,Same college match
module_22d173a1e90b8cec,EN3626,EN3626 - Special Topic: Violence,billur-ozgul,billur-ozgul,False,billur-ozgul,Dr Billur Ozgul,1,1,False,0.460465,0.378372,0.05,0,Same college match
module_22d173a1e90b8cec,EN3626,EN3626 - Special Topic: Violence,billur-ozgul,billur-ozgul,False,dr-katerina-paramana,Dr Katerina Paramana,5,5,False,0.406498,0.335198,0.05,0,Same college match
module_22d173a1e90b8cec,EN3626,EN3626 - Special Topic: Violence,billur-ozgul,billur-ozgul,False,magali-peyrefitte,Dr Magali Peyrefitte,4,4,False,0.414447,0.341558,0.05,0,Same college match
module_22d173a1e90b8cec,EN3626,EN3626 - Special Topic: Violence,billur-ozgul,billur-ozgul,False,peter-wilkin,Dr Peter Wilkin,3,3,False,0.430929,0.354743,0.05,0,Same college match
module_230d81ba292c63ce,MG2639,MG2639 - Consumer Behaviour,jungmin-jang,jungmin-jang,False,dongmei-zha,Dr Dongmei Zha,3,3,False,0.39004,0.322032,0.05,0,Same college match
module_230d81ba292c63ce,MG2639,MG2639 - Consumer Behaviour,jungmin-jang,jungmin-jang,False,gurdeep-kohli,Dr Gurdeep Kohli,2,2,False,0.410777,0.338622,0.05,0,Same college match
module_230d81ba292c63ce,MG2639,MG2639 - Consumer Behaviour,jungmin-jang,jungmin-jang,False,jessica-chelekis,Dr Jessica Chelekis,4,4,False,0.388126,0.320501,0.05,0,Same college match
module_230d81ba292c63ce,MG2639,MG2639 - Consumer Behaviour,jungmin-jang,jungmin-jang,False,jungmin-jang,Dr Jungmin Jang,1,1,False,0.440882,0.362706,0.05,0,Same college match
module_230d81ba292c63ce,MG2639,MG2639 - Consumer Behaviour,jungmin-jang,jungmin-jang,False,yousra-asaad,Dr Yousra Asaad,5,5,False,0.359411,0.297529,0.05,0,Same college match
module_231dce13aaae881c,MG3637,MG3637 - HR Services and Analytics,ozlem-ayazarda,xiaoqing-li,True,abraham-althonayan,Dr Abrahim Althonayan,5,5,False,0.348066,0.288453,0.05,0,Same college match
module_231dce13aaae881c,MG3637,MG3637 - HR Services and Analytics,ozlem-ayazarda,xiaoqing-li,True,ashley-braganza,Professor Ashley Braganza,4,4,False,0.351232,0.290986,0.05,0,Same college match
module_231dce13aaae881c,MG3637,MG3637 - HR Services and Analytics,ozlem-ayazarda,xiaoqing-li,True,emeka-oruh,Dr Emeka Smart Oruh,2,3,True,0.362686,0.300149,0.05,0,Same college match
module_231dce13aaae881c,MG3637,MG3637 - HR Services and Analytics,ozlem-ayazarda,xiaoqing-li,True,ozlem-ayazarda,Dr Ozlem Ayaz,1,2,True,0.376087,0.31087,0.05,0,Same college match
module_231dce13aaae881c,MG3637,MG3637 - HR Services and Analytics,ozlem-ayazarda,xiaoqing-li,True,xiaoqing-li,Dr Xiaoqing Li,3,1,True,0.355933,0.372746,0.44,1,Shared topic evidence: artificial intelligence; Same college match
module_2322a6d124c2048f,MA2618,MA2618 - Calculus 3,chuong-thaidoan,chuong-thaidoan,False,chuong-thaidoan,Dr Chuong Thai Doan,1,1,False,0.246409,0.207127,0.05,0,Same college match
module_2322a6d124c2048f,MA2618,MA2618 - Calculus 3,chuong-thaidoan,chuong-thaidoan,False,diana-roman,Dr Diana Roman,4,4,False,0.206232,0.174986,0.05,0,Same college match
module_2322a6d124c2048f,MA2618,MA2618 - Calculus 3,chuong-thaidoan,chuong-thaidoan,False,ilia-krasikov,Dr Ilia Krasikov,5,5,False,0.177918,0.152334,0.05,0,Same college match
